Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1780120585,500,,Aggregated,28.300000,0.000000,6100,7200,8100,8400,10000,13000,16000,17000,20000,20000,20000,659,0,6100,5957.496855994977,220.2598749427125,19927.032834035344,2915.0880121396053
1780120586,500,,Aggregated,27.400000,0.000000,6200,7400,8200,8500,11000,14000,16000,18000,21000,21000,21000,675,0,6200,6094.023656753858,220.2598749427125,20791.56124999281,2925.9555555555557
1780120587,500,,Aggregated,28.100000,0.000000,6400,7600,8300,8800,11000,15000,18000,19000,23000,23000,23000,700,0,6400,6373.033962645069,220.2598749427125,22528.700583963655,2929.132857142857
1780120588,500,,Aggregated,27.600000,0.000000,6600,8000,8500,9100,12000,16000,19000,19000,23000,23000,23000,738,0,6600,6640.459204743475,220.2598749427125,22528.700583963655,2966.2127371273714
1780120589,500,,Aggregated,27.100000,0.000000,6700,8100,8800,9200,12000,16000,19000,20000,23000,23000,23000,764,0,6700,6829.648117825397,220.2598749427125,22528.700583963655,2926.452879581152
1780120590,500,,Aggregated,26.900000,0.000000,7000,8400,9000,9700,14000,17000,20000,21000,23000,23000,23000,823,0,7000,7215.1433188261135,220.2598749427125,22528.700583963655,2991.6087484811665
1780120591,500,,Aggregated,28.700000,0.000000,7100,8400,9000,9900,15000,18000,20000,21000,23000,23000,23000,857,0,7100,7331.887436139152,220.2598749427125,22528.700583963655,2989.859976662777
1780120592,500,,Aggregated,28.200000,0.000000,7200,8500,9100,10000,15000,18000,21000,22000,28000,28000,28000,891,0,7200,7547.569335745094,220.2598749427125,28046.383125009015,3022.6363636363635
1780120593,500,,Aggregated,32.000000,0.000000,7200,8600,9200,10000,16000,19000,21000,22000,28000,28000,28000,917,1,7200,7638.28597594542,220.2598749427125,28046.383125009015,3015.1286804798256
1780120594,500,,Aggregated,31.300000,0.000000,7400,8600,9200,10000,16000,19000,22000,22000,28000,28000,28000,936,1,7400,7711.116656677451,220.2598749427125,28046.383125009015,3024.4636752136753
